Date,Revenu,Dépenses,Profit
2015-04-03,107511.72587235263,57939.185572394475,49572.54029995816
2015-04-04,90229.26722173192,71181.18100369765,19048.086218034266
2015-04-05,93891.15990603896,83116.19068522514,10774.969220813815
2015-04-06,88371.91002665326,72916.69442912612,15455.215597527145
2015-04-07,100921.34019554846,61443.753044764475,39477.587150783984
2015-04-08,106560.6242370766,69424.34392927746,37136.28030779914
2015-04-09,109059.4523978314,77392.96136312668,31666.49103470471
2015-04-10,122987.5956324373,81505.36527926936,41482.230353167935
2015-04-11,97677.10701414161,68906.32181553222,28770.78519860939
2015-04-12,112379.21060637284,76071.67863428181,36307.531972091034
2015-04-13,107797.61916241329,57902.133986375746,49895.485176037546
2015-04-14,101166.73191138367,64941.74861957831,36224.98329180536
2015-04-15,104222.92839974107,70069.00632844155,34153.922071299516
2015-04-16,110539.16074417028,73400.16871947703,37138.992024693245
2015-04-17,109314.34053826978,67139.28377642046,42175.05676184932
2015-04-18,92020.28761193318,67598.45255704901,24421.83505488417
2015-04-19,101308.23528643692,73920.27753947146,27387.95774696546
2015-04-20,124085.21818589552,70557.21999410706,53527.99819178846
2015-04-21,91946.36792799488,68135.6365541585,23810.73137383639
2015-04-22,96883.54744039738,74763.55610230268,22119.991338094696
2015-04-23,86125.22629634774,71426.01381807904,14699.212478268702
2015-04-24,103111.95107438338,72785.57970644,30326.371367943386
2015-04-25,95587.41425901167,69032.97113131113,26554.443127700535
2015-04-26,87333.65511277564,66997.99945466302,20335.65565811262
2015-04-27,96159.33869636944,74281.17244401337,21878.166252356066
2015-04-28,90039.81839225316,77210.57043996331,12829.24795228985
2015-04-29,116560.17740932164,54409.3189785365,62150.858430785134
2015-04-30,105891.6085261246,76392.67701124812,29498.931514876487
2015-05-01,95268.34021675697,67807.45176873717,27460.888448019803
2015-05-02,100327.59395034537,68611.51280051513,31716.081149830236
2015-05-03,98579.95928967936,57594.02293745054,40985.93635222882
2015-05-04,113207.09388191745,79647.21567674632,33559.87820517113
2015-05-05,93563.82489597988,59287.085870393035,34276.739025586845
2015-05-06,106921.80550648515,66420.39028667001,40501.41521981514
2015-05-07,103144.37762910101,68480.28026037516,34664.09736872585
2015-05-08,108653.92276053075,76601.11429914538,32052.80846138537
2015-05-09,94496.2507191287,59984.423059098284,34511.827660030416
2015-05-10,85936.52978434939,75942.58328747777,9993.94649687162
2015-05-11,89891.01043379557,67013.23097259202,22877.77946120355
2015-05-12,95830.15188106644,70655.43698918655,25174.714891879892
2015-05-13,82444.18346104212,72594.41768605495,9849.765774987172
2015-05-14,107059.5810117849,71799.779160423,35259.8018513619
2015-05-15,98725.4983103938,71879.81734657737,26845.680963816427
2015-05-16,105838.51273771546,48928.087517375294,56910.42522034016
2015-05-17,121420.86161775677,74237.7897026533,47183.07191510347
2015-05-18,95351.34196531528,67997.62967201049,27353.712293304794
2015-05-19,106826.53481661304,70204.63871359776,36621.896103015286
2015-05-20,81595.96161924186,87657.62666910863,-6061.665049866773
2015-05-21,100811.08897866774,79311.27902432188,21499.809954345867
2015-05-22,95009.68632708422,83449.12731692326,11560.559010160956
2015-05-23,104807.31094778658,76037.07511112189,28770.235836664695
2015-05-24,91505.02965132991,80863.70030514128,10641.329346188635
2015-05-25,108869.434212083,81597.52137656105,27271.912835521944
2015-05-26,95704.06622425499,67342.74814471616,28361.318079538833
2015-05-27,125037.79805144586,62719.05206299148,62318.74598845438
2015-05-28,100652.82332175889,80302.52309794682,20350.300223812068
2015-05-29,103003.25925962631,75879.235187513,27124.024072113316
2015-05-30,98045.20854378467,74184.2664046282,23860.94213915647
2015-05-31,88988.11957299591,84497.07829115496,4491.041281840953
2015-06-01,100885.43689299905,65798.82077459604,35086.616118403006
2015-06-02,108744.59741853953,67562.70165982381,41181.89575871572
2015-06-03,88751.87113812852,60482.933464913185,28268.93767321534
2015-06-04,109045.87663299304,69988.2995584849,39057.57707450814
2015-06-05,100784.81876334299,79895.05106382653,20889.767699516466
2015-06-06,90867.26552639561,65435.89214545923,25431.373380936384
2015-06-07,98300.41477608595,72044.34043527581,26256.07434081014
2015-06-08,101741.18760892857,69002.64373398136,32738.54387494721
2015-06-09,101560.32735481355,70447.51261513263,31112.81473968092
2015-06-10,94994.23674418776,64810.2244693908,30184.012274796958
2015-06-11,104949.13346088074,64195.061266220575,40754.07219466016
2015-06-12,90644.10654566847,68832.25747354065,21811.84907212782
2015-06-13,100654.6782298745,89392.59701329327,11262.081216581224
2015-06-14,95198.03488688599,78893.10838702496,16304.92649986103
2015-06-15,109730.6102414303,61843.6764980005,47886.9337434298
2015-06-16,110004.94592734565,61892.404570445244,48112.5413569004
2015-06-17,75694.3830272879,76222.21943922823,-527.8364119403268
2015-06-18,84740.88882681378,74987.3524911619,9753.53633565188
2015-06-19,95473.37493775446,84664.49671859495,10808.87821915951
2015-06-20,113012.26716222237,67769.21747062627,45243.0496915961
2015-06-21,95462.48631271112,61691.89822904579,33770.58808366532
2015-06-22,97945.3253540077,69169.88704468409,28775.43830932361
2015-06-23,98721.30548695242,72674.57540070047,26046.730086251948
2015-06-24,108167.1451620937,74226.39376682835,33940.75139526535
2015-06-25,94754.18019967615,59935.03987283172,34819.14032684443
2015-06-26,116054.62717370097,65929.99173920625,50124.63543449472
2015-06-27,95900.06194726173,67284.28426955827,28615.77767770346
2015-06-28,84005.99169898109,67638.22028800465,16367.771410976435
2015-06-29,97653.81831440376,76433.09225943804,21220.726054965722
2015-06-30,109448.63719949225,71508.60653774148,37940.030661750774
2015-07-01,111796.23870349758,74206.37284782283,37589.865855674754
2015-07-02,102334.62310026467,72782.29187615991,29552.331224104753
2015-07-03,100598.59853441188,68344.28396986792,32254.314564543965
2015-07-04,99841.48735522188,62487.20298273687,37354.28437248501
2015-07-05,105336.92903126015,63574.518299421674,41762.41073183848
2015-07-06,110962.51387276921,69532.05209793213,41430.46177483708
2015-07-07,103054.84030246943,75486.62850182876,27568.211800640667
2015-07-08,109006.72439053346,58979.16057487489,50027.56381565857
2015-07-09,100518.23223220013,78593.79269295016,21924.439539249972
2015-07-10,85619.90005345296,74658.8187518258,10961.081301627157
2015-07-11,80059.00520768926,63388.733751941865,16670.271455747396
2015-07-12,103014.64227404869,58323.28123481246,44691.36103923623
2015-07-13,92786.91863274097,59810.53554604079,32976.38308670018
2015-07-14,119137.06458559373,72907.25120200956,46229.81338358417
2015-07-15,108342.3072959805,69820.24190635105,38522.06538962945
2015-07-16,99148.77628381747,58678.06275362542,40470.71353019205
2015-07-17,99778.40939784648,65526.132120702096,34252.277277144385
2015-07-18,111289.71152218414,80755.09830081704,30534.613221367094
2015-07-19,117389.94868893822,78454.91243560772,38935.0362533305
2015-07-20,96751.31141790224,62715.5345845961,34035.77683330614
2015-07-21,110418.17185751862,74501.26656441897,35916.905293099655
2015-07-22,85079.84478823311,74502.9919189522,10576.852869280905
2015-07-23,110924.11677381775,72138.75584281649,38785.360931001254
2015-07-24,100942.07109278133,65214.376780794,35727.69431198733
2015-07-25,88340.95006117653,78086.16182880646,10254.788232370061
2015-07-26,99728.84186302898,69824.2584940981,29904.58336893088
2015-07-27,120160.88743387305,77176.21419368255,42984.6732401905
2015-07-28,106555.61483142841,72844.91333266831,33710.7014987601
2015-07-29,118061.00268021077,85473.34690286138,32587.6557773494
2015-07-30,112169.79444128399,76382.64272707661,35787.15171420737
2015-07-31,81942.40186836293,72722.83486212268,9219.56700624025
2015-08-01,101601.05229242299,72492.89893570056,29108.153356722425
2015-08-02,112346.27196152086,49832.06931546096,62514.2026460599
2015-08-03,97236.37980752949,73916.9350448649,23319.444762664585
2015-08-04,98274.73413563939,60430.66485269013,37844.069282949255
2015-08-05,111646.51371907063,73989.10255683062,37657.41116224001
2015-08-06,93259.5223995935,74300.87849854959,18958.643901043906
2015-08-07,111200.11447847194,71832.89558517927,39367.218893292666
2015-08-08,111003.59464621962,72424.84936843909,38578.74527778053
2015-08-09,99059.34603930176,62531.61738830788,36527.72865099388
2015-08-10,102166.01745006484,73369.53857623476,28796.478873830085
2015-08-11,111797.34198958994,70902.54887633216,40894.79311325778
2015-08-12,107626.8596898622,64114.72606672155,43512.13362314065
2015-08-13,95240.1013233127,70956.72133673768,24283.37998657502
2015-08-14,92533.79749567347,78410.03197991163,14123.765515761843
2015-08-15,107725.07468264534,74089.02894881519,33636.04573383015
2015-08-16,106496.50189555438,88032.82487791534,18463.677017639042
2015-08-17,98432.50801766265,54261.159654393894,44171.34836326876
2015-08-18,105127.8411202309,71476.07516306643,33651.765957164476
2015-08-19,97973.33798009789,64058.47816825099,33914.859811846894
2015-08-20,98770.32244111609,73348.03802922512,25422.28441189097
2015-08-21,98147.73990664785,91205.17358419394,6942.566322453917
2015-08-22,93584.55235067742,65568.81879854397,28015.733552133446
2015-08-23,80317.08502079928,73933.84657273904,6383.238448060234
2015-08-24,83052.90839688262,67614.54773793211,15438.360658950507
2015-08-25,100473.9585832103,66260.57463051441,34213.38395269589
2015-08-26,120633.07995729665,79901.7670401749,40731.312917121744
2015-08-27,116449.41119970295,64895.47491361297,51553.936286089986
2015-08-28,114557.67233576856,75931.04658512541,38626.62575064314
2015-08-29,110999.48043132697,80206.76319699726,30792.717234329713
2015-08-30,94211.47773890365,68584.9251512733,25626.552587630344
2015-08-31,111938.75956571435,50742.72692765845,61196.032638055905
2015-09-01,118459.76953209756,76420.94973747998,42038.81979461758
2015-09-02,102883.13835369881,73768.16802223808,29114.970331460732
2015-09-03,93054.51438114706,69212.77341182926,23841.740969317805
2015-09-04,114370.39985037621,82404.70965951326,31965.69019086295
2015-09-05,130343.48624774395,71437.35010302157,58906.136144722375
2015-09-06,96809.40530799377,67923.08925810637,28886.316049887406
2015-09-07,93228.20547710582,71422.33649046088,21805.868986644942
2015-09-08,107249.63778403781,71779.44984609344,35470.18793794437
2015-09-09,114399.47119450878,70187.87523195418,44211.595962554595
2015-09-10,99975.18546680082,67419.66738018928,32555.51808661154
2015-09-11,87137.03598337715,59535.88695296562,27601.14903041153
2015-09-12,91685.49119328089,82497.66687311274,9187.824320168147
2015-09-13,112443.36248249272,83094.16838329997,29349.194099192755
2015-09-14,90182.33246158408,56353.67188622929,33828.66057535479
2015-09-15,96917.57506012391,73517.43458324707,23400.14047687684
2015-09-16,108518.73026449868,80502.87375698467,28015.856507514007
2015-09-17,106388.31347740821,86068.6603068467,20319.65317056152
2015-09-18,101333.14921378854,64830.88986962867,36502.259344159866
2015-09-19,86760.71312226306,65031.96630156084,21728.746820702218
2015-09-20,106007.76414099427,65042.188659856794,40965.57548113748
2015-09-21,112967.69842043128,83458.78591934676,29508.912501084516
2015-09-22,79918.09398674834,79080.7962273898,837.2977593585383
2015-09-23,81231.61170633267,75388.58381649232,5843.0278898403485
2015-09-24,115890.0471888223,72703.65377888002,43186.39340994228
2015-09-25,90858.13906877897,67509.56884627063,23348.570222508337
2015-09-26,101052.265597648,70743.27376253466,30308.99183511334
2015-09-27,101653.440901026,71330.3833507411,30323.057550284895
2015-09-28,105830.89905173003,62549.06990771124,43281.82914401879
2015-09-29,101289.58951786181,84371.96205278405,16917.627465077763
2015-09-30,99877.02283907449,68683.3974970582,31193.625342016283
2015-10-01,114519.13936157769,51768.822463908415,62750.316897669276
2015-10-02,115564.64159125384,67195.28328298124,48369.358308272596
2015-10-03,105403.8305568325,73029.29774675355,32374.53281007895
2015-10-04,113202.91527844623,70126.1824818626,43076.73279658363
2015-10-05,97011.66552453346,82657.92032931557,14353.745195217882
2015-10-06,80163.87442270183,72446.04101011012,7717.833412591717
2015-10-07,90340.04762175807,66198.99400277711,24141.053618980965
2015-10-08,123945.55791661631,71943.03124954412,52002.52666707219
2015-10-09,105797.37732743441,58055.50536790762,47741.87195952679
2015-10-10,96569.92302190932,73888.68097174403,22681.24205016528
2015-10-11,107421.6357949241,77259.52775342138,30162.108041502725
2015-10-12,103974.02710690333,76548.68253827383,27425.3445686295
2015-10-13,108439.25649802008,57702.93913496169,50736.31736305839
2015-10-14,104285.1838447004,78492.29523722097,25792.888607479428
2015-10-15,109827.61408687977,69446.41904795442,40381.19503892535
2015-10-16,95886.24005807655,63419.00768550908,32467.232372567472
2015-10-17,102645.65427199176,81438.35566892131,21207.29860307045
2015-10-18,84451.84262652553,67102.79634696894,17349.046279556584
2015-10-19,92585.54834100946,78669.80390709032,13915.744433919142
2015-10-20,98454.16588349985,68633.25602428938,29820.90985921047
2015-10-21,101841.45570378203,75969.71684904749,25871.738854734547
2015-10-22,100100.75067558783,48045.639955851104,52055.110719736724
2015-10-23,109471.44882489505,75935.34160798824,33536.10721690681
2015-10-24,101856.60888164338,63758.91853359783,38097.690348045544
2015-10-25,107583.50952570475,75473.3093196194,32110.200206085356
2015-10-26,99379.06884581808,70713.7868390918,28665.28200672628
2015-10-27,94791.52190151929,71027.13941935885,23764.382482160436
2015-10-28,88602.48272986335,75802.61627667357,12799.866453189781
2015-10-29,94676.78052639087,74377.10444343879,20299.67608295208
2015-10-30,90074.52552589048,67760.03164618537,22314.493879705115
2015-10-31,103042.94989184586,59203.10787054897,43839.842021296885
2015-11-01,105313.01192784171,69463.73941482509,35849.27251301662
2015-11-02,86751.66047228416,62079.19143732735,24672.46903495681
2015-11-03,110240.11254513377,79677.79490699786,30562.317638135908
2015-11-04,102883.5145604481,75759.65507127265,27123.859489175447
2015-11-05,106454.72584531254,75166.75798433195,31287.967860980585
2015-11-06,117089.81953692203,60482.000493957275,56607.81904296476
2015-11-07,111008.276043671,69490.1295874103,41518.1464562607
2015-11-08,102014.76863147401,70136.41694075368,31878.35169072033
2015-11-09,100519.57606131323,62753.05880249149,37766.51725882174
2015-11-10,106118.12847443775,85938.3861514279,20179.74232300985
2015-11-11,103737.09553130982,72567.97509959768,31169.120431712145
2015-11-12,97439.12461816643,71647.47262249494,25791.65199567149
2015-11-13,108987.46850400903,69633.54302056649,39353.92548344254
2015-11-14,99801.45308708437,75829.8124198686,23971.640667215775
2015-11-15,95173.13505334959,74631.882667539,20541.252385810585
2015-11-16,112570.08997808992,83499.7115367213,29070.378441368623
2015-11-17,103476.7411866419,83569.11467410052,19907.626512541377
2015-11-18,114738.34937816221,64666.84918503968,50071.50019312253
2015-11-19,92228.55465135118,70205.05475753425,22023.49989381693
2015-11-20,114710.98394716688,72074.68135225096,42636.30259491592
2015-11-21,98428.74269857611,85079.1364054809,13349.606293095218
2015-11-22,107318.05240912313,54104.65031112787,53213.40209799526
2015-11-23,107634.30304595221,76837.94298638214,30796.36005957007
2015-11-24,106732.47258167203,76283.52842403253,30448.944157639504
2015-11-25,103817.31920166682,62146.87821738011,41670.44098428671
2015-11-26,100796.72451262777,65137.33236244905,35659.39215017872
2015-11-27,95190.04469082419,62605.925486442575,32584.11920438161
2015-11-28,109056.03397910009,73501.8549949232,35554.17898417689
2015-11-29,100063.17867983221,67532.19596214047,32530.982717691746
2015-11-30,104324.29051036043,81368.67076124488,22955.619749115547
2015-12-01,84530.05365952145,75758.33865551351,8771.715004007943
2015-12-02,99128.78032826845,57674.85328123219,41453.92704703626
2015-12-03,85142.55849074235,65457.485640346815,19685.072850395532
2015-12-04,106808.37413424805,75912.47061763128,30895.903516616774
2015-12-05,95237.1521034754,80912.3486294579,14324.803474017492
2015-12-06,118870.49204934998,75953.08693016582,42917.40511918416
2015-12-07,98740.31966004346,81787.9612789577,16952.358381085767
2015-12-08,112221.99254869361,79740.08064607548,32481.91190261813
2015-12-09,98117.08809628058,50132.59886539992,47984.48923088066
2015-12-10,125863.32431476831,59930.221232359465,65933.10308240884
2015-12-11,104351.42263526501,91871.42482207833,12479.997813186681
2015-12-12,108028.56017054661,80427.64735314761,27600.912817399003
2015-12-13,89712.5161679214,58620.55347917347,31091.96268874794
2015-12-14,99423.14319587866,81576.10054488052,17847.042650998133
2015-12-15,101301.36589313675,66501.22565319392,34800.14023994283
2015-12-16,106757.2225229952,81522.01152194543,25235.21100104977
2015-12-17,90341.83688674745,63190.399373501896,27151.437513245553
2015-12-18,96918.23558632316,81640.06387654683,15278.171709776332
2015-12-19,107166.83264483981,89948.39771577505,17218.434929064766
2015-12-20,114196.76389759932,72618.62256861554,41578.14132898378
2015-12-21,117496.77427411148,74599.5736377893,42897.20063632217
2015-12-22,97810.47162208504,78355.6098422565,19454.86177982854
2015-12-23,97910.1078624843,70600.84783422615,27309.260028258155
2015-12-24,118164.89061461063,72121.98630327928,46042.90431133135
2015-12-25,96869.33903555018,69225.75021389594,27643.588821654237
2015-12-26,115132.34801878885,68528.33991040743,46604.008108381415
2015-12-27,101059.42294833132,68874.53693303364,32184.886015297685
2015-12-28,106781.07561417655,69881.1743194592,36899.90129471735
2015-12-29,88937.14943498373,65875.85842006514,23061.291014918592
2015-12-30,95641.30876358038,82928.0745828281,12713.234180752275
2015-12-31,113109.62885367085,77687.80809474686,35421.82075892399
2016-01-01,99942.99451387199,66471.61427595788,33471.38023791411
2016-01-02,99935.09092387818,64591.11934385765,35343.97158002052
2016-01-03,129995.96011025747,55051.800529661225,74944.15958059624
2016-01-04,110677.73079906116,62746.16888505362,47931.561914007536
2016-01-05,104007.8997873118,65126.78528140536,38881.114505906444
2016-01-06,93288.73433136808,63917.44396623694,29371.290365131135
2016-01-07,122628.57474755064,71983.3205476013,50645.25419994934
2016-01-08,97435.38051928484,77501.73719110241,19933.64332818243
2016-01-09,105209.58486366436,78823.92510553404,26385.65975813032
2016-01-10,86877.21441255874,75500.69981885822,11376.514593700515
2016-01-11,112860.4185968965,59787.2958066071,53073.1227902894
2016-01-12,109629.11232404147,86657.74827051029,22971.364053531186
2016-01-13,105012.27170019699,79667.75673644489,25344.514963752095
2016-01-14,111880.24249078876,67444.6772125232,44435.56527826557
2016-01-15,105585.89458748027,60576.97865807638,45008.91592940389
2016-01-16,100688.88612452573,75246.6536970605,25442.232427465235
2016-01-17,112446.61068686463,73326.26045167529,39120.35023518934
2016-01-18,112429.13230485398,64314.327298410426,48114.80500644355
2016-01-19,104226.01151180927,73300.02563051939,30925.985881289875
2016-01-20,123752.58597808999,71440.6708571755,52311.91512091449
2016-01-21,100280.19638528746,73333.02744988597,26947.168935401496
2016-01-22,96092.91757046552,74712.46200402071,21380.455566444813
2016-01-23,101647.18910763804,58848.0243795309,42799.16472810714
2016-01-24,104725.56501569768,70646.51356478018,34079.0514509175
2016-01-25,89000.8867602921,72657.998631667,16342.888128625098
2016-01-26,120232.36865565239,77373.71540715027,42858.653248502116
2016-01-27,111471.77021615484,62479.52516864161,48992.24504751323
2016-01-28,110135.17123200114,74407.30917670797,35727.86205529317
2016-01-29,110670.3291800589,76608.95505169935,34061.37412835956
2016-01-30,91795.7587956121,72904.9331379264,18890.825657685695
2016-01-31,97828.54670033423,72843.68042847296,24984.866271861276
2016-02-01,96446.93528950325,83752.32967224091,12694.605617262336
2016-02-02,96844.9099280138,66069.24303575004,30775.666892263762
2016-02-03,106194.18713182842,64652.201284603776,41541.98584722465
2016-02-04,101215.37929599988,66637.49061189343,34577.88868410645
2016-02-05,119587.42221316032,79571.85155920789,40015.570653952425
2016-02-06,104914.69564354591,70163.89807952779,34750.797564018125
2016-02-07,114912.25622788665,76543.48069186442,38368.775536022236
2016-02-08,110497.29338289975,73100.5237028887,37396.76968001104
2016-02-09,88648.15831229252,72418.54729352768,16229.611018764845
2016-02-10,100219.24865185184,78486.93089404452,21732.317757807323
2016-02-11,115676.26142782005,68071.09390063756,47605.16752718249
2016-02-12,110255.37869458435,87229.947792574,23025.43090201034
2016-02-13,98908.0884000439,86806.5032840348,12101.585116009097
2016-02-14,97073.04638797868,73543.0209606747,23530.02542730399
2016-02-15,105501.1379952024,73459.54766713298,32041.59032806942
2016-02-16,97249.502948477,68646.30519041844,28603.197758058566
2016-02-17,98962.76975789813,75999.68433613093,22963.085421767202
2016-02-18,108954.01302053091,91199.75177916275,17754.261241368164
2016-02-19,119377.24119227467,69321.66474051024,50055.57645176443
2016-02-20,108929.73654126098,81385.56807631355,27544.168464947434
2016-02-21,106000.74788061995,72859.70515476538,33141.04272585457
2016-02-22,106224.16831886931,80363.26436516969,25860.903953699628
2016-02-23,97238.90291705377,70827.90913650225,26410.993780551522
2016-02-24,110440.12884750657,75933.05501185829,34507.073835648276
2016-02-25,108145.31425154133,70491.28266135602,37654.03159018532
2016-02-26,115488.53379833845,90528.85152178415,24959.682276554304
2016-02-27,109841.0200976108,71920.70548411051,37920.31461350029
2016-02-28,113347.95730372981,69161.27155484672,44186.68574888309
2016-02-29,98307.34022169109,73745.01618214173,24562.324039549363
2016-03-01,79989.96659295628,64259.15684437736,15730.809748578919
2016-03-02,102352.00361738293,62671.862440773126,39680.1411766098
2016-03-03,95518.88041160574,70013.20015865217,25505.680252953578
2016-03-04,89429.3477491566,70266.82604059896,19162.521708557644
2016-03-05,100519.98829306991,73726.85563011914,26793.132662950768
2016-03-06,117428.21949727421,74911.86284734333,42516.35664993088
2016-03-07,106110.68865969032,74335.6767240075,31775.01193568282
2016-03-08,108187.68545141663,65414.34543124505,42773.340020171585
2016-03-09,104779.69370643301,76026.4781071775,28753.215599255505
2016-03-10,92233.53638264605,80489.90510737282,11743.631275273234
2016-03-11,116768.58580659422,68521.88736961229,48246.698436981926
2016-03-12,103555.13680141694,66555.58608708822,36999.550714328725
2016-03-13,112976.00880576181,65099.5440823629,47876.46472339891
2016-03-14,103771.1231213901,66726.17667183021,37044.946449559895
2016-03-15,106519.12524786785,59251.915314735204,47267.209933132646
2016-03-16,119287.88815534755,65897.11164536426,53390.77650998329
2016-03-17,106635.90781678904,71921.9922332133,34713.91558357574
2016-03-18,98429.50512033697,66528.14905064969,31901.356069687274
2016-03-19,115428.3249290222,69433.47895128305,45994.845977739154
2016-03-20,108789.73059380638,67234.84216530496,41554.88842850142
2016-03-21,99619.90368289131,77433.00800152415,22186.895681367154
2016-03-22,115409.49221641575,72260.71313456658,43148.77908184916
2016-03-23,91899.89779283588,89655.10654354419,2244.791249291695
2016-03-24,97567.29268083381,61346.97226053124,36220.32042030257
2016-03-25,132090.7208947931,70455.62665945943,61635.09423533367
